PM_fall_La,xcoordinat,ycoordinat,pmF7,pmF8,pmF9,pmF10,pmF11,no2F7,no2F8,no2F9,no2F10,no2F11,GroupCount,median_gas,median_tmp,median_dwp,median_rel,median_drc,median_skn,median_msl,median_vsb,median_fee,log_CalibN,Calib_NO2,StDist,HwDist,BsRtDist,TrkRtDist,BsDpDist,PortDist,RlydDist,WstProcDist,WtTrtDist,AportDist,RstrDist,StLength_50,HwLength_50,BsRtLength_50,TrkRtLength_50,AADT_50,TruckAADT_50,BldArea_50,RsdArea_50,RsdUnit_50,IndArea_50,ComArea_50,RecArea_50,CATS_50,Bnchmrk_50,TotalPopu_50,StLength_100,HwLength_100,BsRtLength_100,TrkRtLength_100,AADT_100,TruckAADT_100,BldArea_100,RsdArea_100,RsdUnit_100,IndArea_100,ComArea_100,RecArea_100,CATS_100,Bnchmrk_100,TotalPopu_100,StLength_250,HwLength_250,BsRtLength_250,TrkRtLength_250,AADT_250,TruckAADT_250,BldArea_250,RsdArea_250,RsdUnit_250,IndArea_250,ComArea_250,RecArea_250,CATS_250,Bnchmrk_250,TotalPopu_250,StLength_500,HwLength_500,BsRtLength_500,TrkRtLength_500,AADT_500,TruckAADT_500,BldArea_500,RsdArea_500,RsdUnit_500,IndArea_500,ComArea_500,RecArea_500,CATS_500,Bnchmrk_500,TotalPopu_500,StLength_1000,HwLength_1000,BsRtLength_1000,TrkRtLength_1000,AADT_1000,TruckAADT_1000,BldArea_1000,RsdArea_1000,RsdUnit_1000,IndArea_1000,ComArea_1000,RecArea_1000,CATS_1000,Bnchmrk_1000,TotalPopu_1000,BusDepot_50,Port_50,Railyard_50,WasteProc_50,WaterTreat_50,Airport_50,Restaurant_50,BusDepot_100,Port_100,Railyard_100,WasteProc_100,WaterTreat_100,Airport_100,Restaurant_100,BusDepot_250,Port_250,Railyard_250,WasteProc_250,WaterTreat_250,Airport_250,Restaurant_250,BusDepot_500,Port_500,Railyard_500,WasteProc_500,WaterTreat_500,Airport_500,Restaurant_500,BusDepot_1000,Port_1000,Railyard_1000,WasteProc_1000,WaterTreat_1000,Airport_1000,Restaurant_1000
"38481",1007139.327000000048429,238052.217800000013085,7.334919477000000,6.235114223000000,6.896028474000000,5.930894023000000,6.091919855000000,20.500961570000001,20.313012010000001,20.373925499999999,18.951796250000001,18.008324569999999,"192",336.000000000000000,17.266666666666701,7.481481481481480,59.399999999999999,340.000000000000000,4.904328000000000,101.578500000000005,16.100000000000001,17.266666666666701,2.037511600000000,7.671495400000000,1,1072.830109,42.89132354,43.40548512,1601.691597,1194.466728,579.6466609,915.9519402,1868.177693,3729.36682,47.63594923,638.4509211,0,53.98199429,52.0426523,"48612","3332","1492818","1400446","1524","88384","0","46119","6",1948615.1,"6982",1426.667299,0,293.3132512,249.2895351,"57815","3928","2165887","1665398","1819","493762","0","46119","13",22310886.7,"11074",4764.138977,0,1319.153087,825.1244861,"85297","6440","5721307","3965731","4409","1690134","6915","198068","40",79578147.2,"17374",16453.56499,0,8385.543382,3884.692871,"445913","30356","19073574","10740733","12037","8119478","22315","649775","141",694741129.9,"41398",59889.74144,0.014696098,23509.04519,12039.72517,"1026648","65601","59784982","36881763","39209","22049087","876502","3830298","418",2197597464,"104881","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","3","1","0","0","16"
"38482",1007139.327000000048429,238380.301799999986542,7.324892011000000,6.214592077000000,6.900868240000000,5.954765101000000,6.125776684000000,20.469703180000000,20.254358580000002,20.316059090000000,18.896080789999999,17.924648290000000,"248",336.500000000000000,25.518518518518501,8.573148148148150,34.241999999999997,235.166666666666998,5.658840000000000,101.346500000000006,16.100000000000001,25.518518518518501,2.189594150000000,8.931587499999999,1,1078.474677,75.55860693,76.22862582,1594.796969,1178.158571,589.6755705,922.9593187,1968.053639,3828.820721,69.74231618,554.2494836,0,0,0,"22307","1331","1993085","1845068","2059","147185","0","46119","4",5169326,"6096",1206.810235,0,217.5084364,148.844341,"50822","3498","2227680","2027912","2265","195776","0","56985","6",11901644.1,"11004",4861.877696,0,1013.364663,552.1306967,"79277","5052","6488404","5090854","5573","1332170","0","154260","39",271758252.1,"25794",16221.91176,0,7554.167362,3375.574483,"389283","26757","17904456","11364473","12728","6394637","22315","602018","132",582835881.3,"42334",60917.11015,40.96179203,24108.73117,12430.68367,"1031110","65706","61159334","38313660","40710","22119782","834592","3834383","441",2327675054,"103971","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","3","1","0","0","19"
"38483",1007139.327000000048429,238708.385799999989104,7.295165810000000,6.173945511000000,6.876645237000000,5.949751644000000,6.099699114000000,19.734166819999999,19.479406590000000,19.556594279999999,18.269767389999998,17.352727359999999,"26",382.500000000000000,11.593055555555599,1.885185185185190,48.100999999999999,30.000000000000000,3.369582000000000,102.666250000000005,16.100000000000001,10.635555555555600,1.880374150000000,6.555968350000000,1,1084.304579,107.836213,109.6604235,1593.660634,1170.198511,615.9905736,940.6061515,2067.941594,3928.302359,158.2779253,473.8914306,0,0,0,"20208","1183","1858796","1751610","1934","107182","0","7386","1",5169326,"5974",990.7649984,0,0,0,"22307","1331","2306743","2159312","2315","146595","0","67115","10",28139952.6,"7072",4661.365299,0,1188.319364,515.0595164,"78894","5030","6951301","4867717","5283","2073861","0","150190","33",260620625.5,"25042",16194.38447,0,6297.70656,2704.5416,"288655","19475","18805380","11750144","12705","6929245","58123","602018","142",664697768.7,"43295",61568.94573,73.12348027,23982.30987,12667.63352,"1095366","70196","62555793","38486555","40797","23367142","892208","4506021","477",2447854217,"106549","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","3","1","0","0","21"
"38484",1007139.327000000048429,239036.469799999991665,7.284954890000000,6.153060837000000,6.864045015000000,5.938800842000000,6.102790613000000,19.256511809999999,18.970678860000000,19.069173320000001,17.870790560000000,16.928330780000000,"14",353.000000000000000,14.388888888888900,6.412037037037030,47.959000000000003,75.000000000000000,3.369582000000000,102.027166666666005,16.100000000000001,14.388888888888900,2.132782000000000,8.438553499999999,1,1090.630441,144.5662765,145.7783471,1594.157732,1169.391015,656.6365633,968.3109221,2167.8399,4027.80968,255.4210131,577.4787233,0,0,0,"13578","699","1140515","1052342","1162","86275","0","10130","7",18534419.5,"6453",1182.445892,0,0,0,"22781","1295","1427042","1312183","1449","112123","0","20933","12",22632634.5,"11130",4593.618215,0,2102.271326,820.572339,"132856","8912","7103656","5027509","5305","2071411","0","179964","27",303574278.6,"27977",16026.12981,0,6153.414875,2878.071518,"285945","19154","18947110","12100664","12913","6677306","188816","436079","136",711725007.1,"47308",61951.21575,95.37988429,24185.55073,12782.02495,"1120982","72275","62963130","37800332","40546","24444549","811216","4500846","497",2581741539,"105295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","21"
"38509",1007139.327000000048429,247238.569500000012340,9.073075623999999,7.723201222000000,8.218144927000004,6.025561727000000,7.830924489000000,31.766110690000001,30.567800399999999,28.776977299999999,24.742403700000001,23.055202540000000,"25",404.000000000000000,14.129629629629600,-2.351851851851850,38.012666666666703,174.500000000000000,7.382214000000000,101.136333333332999,16.100000000000001,14.129629629629600,2.541267900000000,12.695757000000000,1,1,1,1,1768.532964,2720.673615,533.5755774,645.1752809,3148.689776,6520.395762,139.4129457,658.3738513,561.6225417,289.8150891,561.6225523,"1393399","236742","679936","407881","518","269437","0","38531","7",70248759.7,"7896",1443.328229,886.2750748,454.164151,886.275117,"1411557","237612","1155725","746946","888","406161","0","71582","14",139306029.8,"11578",5242.253517,1989.331511,915.9422548,2539.646804,"1479741","243274","4843202","3699229","3995","1119227","22150","202756","71",434209804.5,"21660",19680.46157,4622.189542,6023.071618,7955.001519,"2007314","303301","17966185","14225090","19433","3588234","136017","444218","217",1655443784,"54304",61661.1978,16065.85573,24614.40692,22738.06504,"6080850","837668","51039071","40665030","48826","9666572","228767","8949103","617",4210710010,"147038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","0","0","2","1","0","0","8"
"38824",1007467.410999999963678,231162.453999999997905,8.589842763000000,7.722477527000000,7.804235555000000,6.588830174000000,7.470245590000000,20.977625860000000,21.626633649999999,21.330451060000001,20.478297619999999,19.184304760000000,"1059",394.000000000000000,9.388888888888889,-1.223148148148150,43.921999999999997,253.333333333333002,3.086640000000000,102.585333333332997,16.100000000000001,7.042222222222220,1.842919000000000,6.314944700000000,1,42.02104892,121.1290033,12.18761881,1266.621751,675.2553883,516.8914862,25.86071474,237.2174238,1635.173013,162.289206,480.9748884,19.50106484,0,229.3765042,"618610","54768","592880","34403","40","250993","87612","0","0",21598798.8,"0",905.7253091,289.6596663,0,686.8321343,"931748","78516","1402980","101605","129","948605","702549","30135","0",26150636.4,"0",3669.980875,1977.806042,494.6459527,3453.170437,"1139337","102831","2660331","473029","445","1827644","1349743","69936","8",175144683.9,"1181",11908.75795,4925.699095,3948.147948,8830.897235,"2131459","206179","8044943","3303625","3365","4303884","2593245","9146756","34",253576047.3,"7196",34228.19735,11376.26499,11622.12041,19479.90614,"4376099","399067","20101416","10528742","11242","8628686","3512384","10956443","171",999937791.1,"32225","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","2","0","0","0","4","1","0","4","0","6","2","7","1","0","7"
"38825",1007467.410999999963678,231490.538000000000466,9.160220158000000,8.290082012999999,8.302307903000004,6.762942494000000,7.878198833000000,25.564259820000000,26.074627560000000,25.381718360000001,23.882446009999999,22.634385240000000,"29",379.000000000000000,6.131481481481480,-2.759259259259260,52.908333333333303,153.666666666666998,4.552794000000000,101.747000000000000,16.100000000000001,4.878518518518520,2.395549000000000,10.974221999999999,1,1,132.0089563,1,1256.607129,692.8257457,416.9157789,125.8609179,198.5388719,1733.632117,185.3324215,733.4733735,604.2300082,0,755.1852253,"931748","78516","595972","62830","79","285212","40506","30135","0",26150636.4,"0",1561.852323,980.3524498,0,1538.177585,"1110998","100530","836202","101605","129","479827","114625","30135","0",39913289.6,"0",4740.035967,3032.371077,703.8665592,4776.292359,"1139337","102831","3720375","1318431","1163","1994776","1407423","114256","11",194570308.3,"3080",12897.66669,4856.968349,3759.267918,9181.053933,"2078475","198754","8984839","4002959","4251","4499861","2754663","9146756","54",316029559,"11854",35636.35449,11692.76028,11915.60228,20065.81061,"4376099","399067","21528872","11514332","12326","9044585","3535650","10956443","190",1082460438,"33398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","0","1","3","1","0","4","0","6","2","7","1","0","8"
"38826",1007467.410999999963678,231818.622000000003027,9.449525025000000,8.572513174999999,8.562901333999999,6.883786184000000,7.969683430000000,25.069573750000000,25.566439519999999,24.245502819999999,22.277943440000001,20.836988699999999,"11",414.000000000000000,20.370370370370399,14.541666666666700,59.715000000000003,143.333333333333002,3.695394000000000,102.534999999999997,16.100000000000001,20.370370370370399,2.382178500000000,10.828467000000000,1,27.9648562,32.0113634,1,1254.285786,723.9097109,316.9555271,225.8611211,195.5584942,1832.258152,217.6500962,875.8095234,1502.054166,104.6105572,1883.2367,"968169","84976","380960","251195","170","91095","0","30135","0",4551837.6,"1181",1846.818807,2146.560933,243.5272249,2826.98442,"968169","84976","1522826","1150800","949","311906","46374","114256","1",21554543.9,"1181",5541.539913,3518.889273,728.1634546,5351.073896,"1362879","123893","4199118","1675118","1606","2101682","1434818","146756","18",209791982.7,"5505",14494.9593,5174.347014,3692.248622,9658.215619,"2127403","204981","10419208","4973715","5449","4828051","2838488","158281","84",345705615.1,"14909",38125.9843,11874.03718,12119.82707,20487.16081,"4470383","406453","25420702","14787339","15061","9626237","3732642","11013503","210",1162871832,"42268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","1","2","1","0","5","0","6","3","7","1","0","8"
"38827",1007467.410999999963678,232146.706000000005588,9.559432164000000,8.673156339000000,8.672555602999999,6.953433303000000,7.959708736000000,26.107715729999999,26.497307530000000,25.519662740000001,23.555127129999999,22.281776359999999,"44",377.000000000000000,19.032870370370400,10.106018518518500,50.188666666666698,239.833333333333002,4.166964000000000,102.010000000000005,16.100000000000001,19.032870370370400,2.290920850000000,9.884392750000000,1,127.9650594,1,1,1254.508822,766.8657683,217.0320873,325.8613243,206.3089168,1931.02554,216.7020036,781.6059297,1054.012829,215.7624192,1465.394661,"775977","64330","1084064","1079694","858","4370","0","80795","1",3240053.1,"3080",1586.017464,2028.69347,322.4852406,2619.916523,"775977","64330","1259859","1135890","924","115019","8500","118006","4",45521786.1,"4043",5807.505648,3724.441119,1499.358135,5860.429962,"1388435","126126","5102934","3422398","3431","1354418","577585","146756","32",114298779.9,"8265",16031.65137,5463.585156,3569.250136,9980.892746,"1789600","166759","11578643","6303077","6955","4649978","2427373","168898","109",417164175.9,"19911",40719.26838,11959.33797,12236.30626,20714.93576,"4479131","406918","27164527","15913553","16253","10190278","3799661","11032184","225",1211810670,"47231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","2","1","0","6","0","6","3","7","1","0","9"
"38829",1007467.410999999963678,232802.874000000010710,8.650131417000004,7.729789481000000,7.982490864000000,6.969922286000000,7.353529610000000,18.888816599999998,19.303997469999999,19.249137930000000,19.168661610000001,18.154928739999999,"20",332.000000000000000,10.619444444444399,-1.730555555555560,42.112333333333297,310.000000000000000,4.106946000000000,102.408666666667003,16.100000000000001,10.619444444444399,1.791006900000000,6.006046650000000,1,192.7206352,1,1,1274.070054,875.8954112,19.68279076,525.8617307,329.9318291,2128.905653,233.8523097,395.5870028,0,359.5180093,180.7421819,"26272","2392","1420516","1231454","1214","180942","32500","32500","11",29896434,"4769",1015.401144,0,657.5457195,299.8077864,"42126","3422","2085494","1818481","1774","249943","41000","76820","25",49322058.4,"6803",5414.332806,2998.037477,2200.563408,4735.676722,"1037551","88782","5175555","4592427","4872","537771","49700","159898","61",146237090.5,"14710",18660.5182,5701.189622,3648.036663,10013.84125,"1803020","167524","13344473","8235933","9082","4566176","1959853","1808229","132",532717892.2,"24681",46025.97678,11066.95209,13854.30733,21728.29776,"3854556","359387","34113093","21103113","21885","11857640","3857900","11037359","277",1490455516,"60819","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","4","0","6","3","7","1","0","9"
"38830",1007467.410999999963678,233130.957900000008522,8.183506286000000,7.246443092000000,7.610942668000000,6.887274387000000,7.075964312000000,20.530292870000000,20.887429980000000,20.803609560000002,20.421838820000001,19.437255220000001,"33",426.000000000000000,12.222222222222200,5.238482384823850,51.041666666666693,126.583333333333002,4.509924000000000,102.460333333332997,16.100000000000001,12.222222222222200,2.219621200000000,9.203844000000000,1,244.518067,1,1,1295.37086,933.9313265,10.27441908,625.8619035,414.7299517,2227.987677,195.9270025,458.7332973,0,459.6841042,215.042743,"42126","3422","657824","450713","522","198991","32500","13750","13",14674759.6,"6022",1202.336239,0,860.4895465,322.6390741,"42126","3422","2172341","1883975","1952","272390","32500","35025","31",35984107.4,"7983",4661.666396,554.9946452,2053.703107,1185.735647,"295249","26959","6439001","5621900","6072","769634","41700","153135","77",206449811,"17838",18421.88163,5692.064175,3643.907721,9755.414767,"1617090","148961","13142449","8996814","9880","3735687","1062279","1808229","146",508811520.9,"26765",48748.64596,9448.066821,14563.81854,21442.45628,"3634311","345476","36397156","22241329","23243","12902137","3903970","11051199","301",1553292119,"62801","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","2","0","0","1","0","1","0","4","0","6","3","7","1","0","14"
"38832",1007467.410999999963678,233787.125900000013644,7.954408375000000,6.994759275000000,7.431609630000000,6.709386666000000,6.885000130000000,19.935443809999999,20.187953690000001,20.169423340000002,19.762023190000001,18.861300150000002,"222",373.000000000000000,16.712962962962902,5.372628726287260,44.146999999999998,242.416666666666998,4.904328000000000,102.030833333333007,16.100000000000001,16.712962962962902,2.331091600000000,10.289167000000001,1,406.2613887,1,136.6247763,1359.208689,1059.531914,183.5000981,825.8623099,598.5758523,2426.377795,205.1535497,640.4196917,0,295.2990638,0,"15854","1030","932902","763282","857","169059","0","61858","8",20955294.2,"7034",1197.430598,0,400.6467099,0,"15854","1030","1440577","1177111","1328","257305","0","69975","18",39150951.3,"7034",5138.236292,0,1712.032117,465.4962738,"84088","6247","6401819","5312466","5927","1064996","33200","1634973","82",186935347.7,"20932",16194.84609,3830.794378,4249.055887,6579.727698,"1313818","116225","13890071","11014494","11730","2498985","174451","1858786","155",541519980.4,"35715",54223.39764,9350.343329,17556.23709,22994.82975,"3495151","328872","43419354","25141001","27046","16920403","3679417","11377923","345",1803387903,"70162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","1","0","0","0","3","0","0","3","6","1","0","14"
"38833",1007467.410999999963678,234115.209899999987101,7.754987286000000,6.783086629000000,7.258782831000000,6.551315340000000,6.857782498000000,20.282460040000000,20.492301070000000,20.473242679999998,19.816662619999999,19.083991910000002,"179",385.000000000000000,19.409259259259301,8.512037037037040,46.067999999999998,61.666666666666693,3.566784000000000,101.998999999999995,16.100000000000001,19.409259259259301,2.109892600000000,8.247355000000002,1,494.6472536,1,223.6426562,1400.77824,1113.327361,283.3987433,925.8625131,693.8582218,2525.668107,240.4189193,629.8664757,0,273.1029662,0,"15854","1030","1090881","851582","917","239299","0","56833","7",28081101.8,"5345",1275.623618,0,420.5858834,0,"42393","2571","1717732","1453764","1641","262856","0","67450","14",46304521.8,"9094",4950.548852,0,1237.44668,225.9954556,"80425","5961","5053338","3996463","4563","1039322","0","1617473","74",209868909.6,"19643",14671.99208,164.6556212,4096.128194,1655.821639,"351132","30519","15027361","11675858","12419","3022449","120965","1818985","167",691951858.6,"35715",56784.6421,9356.074941,18546.93806,23208.48654,"3555895","330239","46444412","27157649","29443","17869030","3720927","11379042","368",1853323514,"77759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","3","0","0","3","3","1","0","14"
"38834",1007467.410999999963678,234443.293899999989662,7.589427923000000,6.605964473000000,7.118323109000000,6.391379944000000,6.788028374000000,19.616934120000000,19.783815189999999,19.774483180000001,19.005427449999999,18.408916529999999,"25",376.000000000000000,21.538888888888899,11.467592592592601,50.999333333333297,51.500000000000000,2.769402000000000,102.274000000000001,16.100000000000001,21.538888888888899,2.174953200000000,8.801773000000003,1,583.0125144,1,310.6605657,1448.071538,1173.195564,383.3503498,1016.951048,790.3072152,2625.012314,298.68146,532.5270938,0,228.5850513,0,"29274","1795","1084038","911241","1034","172797","0","1570833","4",30131637.4,"3542",1498.17618,0,370.867751,0,"42393","2571","2026941","1488671","1626","538270","0","1570833","12",115680579.1,"8578",4646.706529,0,860.5689056,0,"54153","3569","4671397","3829836","4028","817544","0","1617473","56",239217960,"17631",14557.65691,0,4825.184355,1951.769364,"176982","12317","15789363","12123503","13206","3335389","93310","1734665","172",693746953.3,"40658",58471.2097,9325.750236,18929.65161,23273.60788,"3573862","332346","48926275","28935809","31326","18475341","3627613","2437625","395",1930864193,"82728","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","3","0","1","0","12"
"38835",1007467.410999999963678,234771.377899999992223,7.362154752000000,6.366538553000000,6.912258057000000,6.155127361000000,6.621870058000000,19.032948070000000,19.131269830000001,19.125727860000001,18.181079550000000,17.694050080000000,"39",377.000000000000000,18.225000000000001,4.388888888888890,40.052666666666703,294.000000000000000,3.215250000000000,102.305666666666994,16.100000000000001,18.225000000000001,2.188657500000000,8.923225000000000,1,670.6723574,35.45884219,325.9218219,1500.547487,1235.713949,483.3220613,1061.805124,887.5425837,2724.404521,374.9934048,626.4606982,0,132.4620692,0,"36607","2283","1017207","774318","786","242889","0","1514000","7",56237198.13,"6435",1522.753914,0,323.468693,0,"42393","2571","2369410","1906999","1897","462411","0","1570833","18",171108621.6,"7579",4590.067615,0,861.2792256,0,"42393","2571","4495131","3695379","3791","767987","0","1604331","47",333439426,"17097",14655.65244,0,6215.076669,2811.812172,"212734","15078","16472170","12314179","13437","3906944","58610","1703340","165",674981569.6,"43135",59552.48573,9175.611777,19311.78308,23058.82921,"3436350","316259","51165495","32251957","34766","17582173","2505916","2592242","425",1484736333,"93269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","7","0","0","3","0","1","0","13"
"38836",1007467.410999999963678,235099.461899999994785,7.194028188000000,6.186971281000000,6.774680916000000,5.998926225000000,6.246920132000000,20.356182690000001,20.419254870000000,20.403878010000000,19.014072870000000,18.143064519999999,"201",342.000000000000000,17.759259259259299,6.722222222222220,48.424666666666702,294.500000000000000,4.218408000000000,101.999833333333001,16.100000000000001,17.759259259259299,1.704026100000000,5.496030300000000,1,757.0314841,75.48811918,277.1599084,1557.682389,1302.130259,489.6363803,1061.478195,985.3315497,2823.839658,315.2866474,677.0917162,0,0,0,"13119","776","1230834","1075995","990","154839","0","0","12",94919927.01,"8126",1465.279863,0,190.2311602,0,"32738","2060","1959555","1747187","1642","212368","0","1514000","19",152695315.6,"8466",4442.168721,0,770.688545,0,"42393","2571","4666715","3549982","3793","1004129","10320","1596831","41",348121880.9,"13432",14779.53953,0,6997.74991,3470.680109,"338083","24410","14845546","10113755","11406","4482967","10320","1885179","136",520998548.2,"38873",60106.49651,8559.602485,19909.75972,22319.6209,"3192132","283967","51157528","33104605","35504","16779038","1878933","2648672","436",1529763197,"100079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","6","0","0","3","0","1","0","12"
"38837",1007467.410999999963678,235427.545899999997346,7.064319967000000,6.045838465000000,6.661318247000000,5.867537202000000,6.086543356000000,21.213611470000000,21.237535099999999,21.217491290000002,19.525606490000001,18.657053300000001,"58",365.000000000000000,21.933333333333302,9.506018518518520,45.122000000000000,223.333333333333002,3.686820000000000,101.869000000000000,16.100000000000001,21.933333333333302,2.053906700000000,7.798307500000000,1,843.9969414,116.0096484,186.2779417,1618.983066,1372.624325,417.9290207,1064.030445,1083.524235,2923.313347,221.8054867,718.6404976,0,0,0,"13119","776","1144716","1071414","934","72522","0","0","13",143470345.9,"5883",1332.373473,0,0,0,"13119","776","2106620","1805324","1714","300516","0","0","26",242240558.4,"9281",4812.352653,0,2115.895238,746.2464254,"124557","7944","4568863","3132766","3309","1304731","10320","1514000","44",344265977,"14586",14692.04709,0,7272.620967,3681.022203,"290436","20262","14749149","9637309","10946","4880915","16620","2003214","130",508944965.3,"38946",59646.01138,7082.468795,20348.23059,19706.58921,"2986746","269316","52880919","34785644","37471","16796754","1467099","2585195","443",1556482768,"101740","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","5","0","0","4","0","0","0","10"
"38838",1007467.410999999963678,235755.629899999999907,7.235606947000000,6.209095927000000,6.795890331000000,5.834239831000000,6.061591952000000,21.259339149999999,21.262069029999999,21.250384279999999,19.505737340000000,18.592553710000001,"30",364.500000000000000,18.277777777777800,3.462962962962960,37.003749999999997,303.000000000000000,5.710284000000000,101.869500000000002,16.100000000000001,18.277777777777800,2.391908800000000,10.934347499999999,1,932.7779329,95.28794319,95.34092639,1683.994654,1446.600133,359.9800397,1075.58893,1182.020032,3022.821779,137.8033349,714.4351579,0,0,0,"13119","776","1037006","892493","988","84650","10320","0","14",161192432.8,"4710",1327.03276,0,108.3235497,53.31542439,"42037","2655","1810089","1418221","1504","312539","10320","0","25",220920331.6,"7821",5053.204516,0,3438.868474,1665.168174,"247821","18078","4659590","2737564","2908","1795752","10320","1514000","43",305041815.9,"15025",15223.66975,0,7720.349152,3988.879413,"297429","20692","14952389","9447940","10777","5292208","23535","1950772","123",492701297.7,"37463",57970.78011,2965.602562,20249.41119,13607.53636,"2932381","261864","53662836","36220827","38898","16158010","1065158","2619632","452",1751393559,"111465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","4","0","0","5","0","0","0","10"
"38840",1007467.410999999963678,236411.797800000000279,7.748356391000000,6.708303092000000,7.202959924000000,5.770626807000000,6.180208156000000,24.902190720000000,24.775170820000000,24.542725930000000,21.773578369999999,20.923857980000001,"163",401.000000000000000,18.529629629629600,6.774074074074080,43.847999999999999,175.000000000000000,5.744580000000000,101.835999999999999,16.100000000000001,18.529629629629600,2.375166200000000,10.752800000000001,1,1110.442321,1,1,1817.785188,1471.086818,314.3602294,1086.55106,1379.661079,3221.92997,1,552.3876777,0,853.7338372,472.3043877,"72873","4168","908622","383458","569","446615","0","0","4",15262511.7,"5504",1598.83574,0,1664.895364,1092.337498,"178413","13587","2163821","890321","1583","1194951","10320","0","9",40352579.7,"7467",5527.843451,0,4336.91801,2507.698907,"277016","19497","5531017","2520816","3294","2923462","10320","1679939","51",285093566.4,"13463",15744.38131,0,8155.012988,4321.774623,"292906","20562","17235299","11251170","12858","5696129","26935","2001891","123",510809448.4,"37889",58172.49388,0,21905.71865,9693.432265,"875095","59226","57184192","37998213","40923","18032051","909098","3280736","467",1871833274,"118321","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","0","1","0","0","0","5","0","0","5","0","0","0","16"
"38841",1007467.410999999963678,236739.881800000002841,7.803310787000000,6.752889829000000,7.230290689000000,5.755155651000000,6.077574958000000,22.645508410000001,22.566716119999999,22.134437429999998,19.407792149999999,18.370489540000001,"21",412.000000000000000,16.664814814814800,7.305555555555560,62.056500000000000,339.666666666667027,6.524814000000000,101.590999999999994,16.100000000000001,16.664814814814800,2.212201800000000,9.135809999999999,1,1183.119276,1,1,1783.901339,1423.166496,315.3217511,1055.215043,1478.719553,3321.524282,48.13065492,744.6886868,0,859.5852014,604.8800598,"87554","6019","1338345","446576","958","891769","0","0","0",9940972.7,"7410",1734.138888,0,1856.317817,1216.200185,"183191","13812","2207036","649486","1290","1478001","0","0","8",20083256.2,"9430",5751.723805,0,4118.376216,2575.615755,"246093","17463","5198841","2220930","3152","2864065","17235","165939","45",145370454.1,"12427",16199.07793,0,8126.867242,4371.064758,"310802","21501","17182461","11059736","12551","5820481","26935","2017705","146",498848783.6,"42065",57549.90377,0,22329.464,10016.03052,"882347","60616","57322589","37923481","40551","18599485","879464","3320364","457",1872601717,"108277","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","4","0","0","1","0","0","0","5","0","0","4","0","0","0","17"
